title,year,duration,genre,classif,release,rating,users_rated,poster_img_url,movie_url,budget,op_weekend_US,gross_US,gross_worldwide,review
Avengers: Endgame ,2019,3h 1min,Action,PG-13,"26 April 2019 (USA)
",8.4,"822,892","https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt4154796/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_76,"$356,000,000","$357,115,007,","$858,373,000","$2,797,800,564","If you're going to watch this movie, avoid any spoilers, even spoiler free reviews. Which is why I'm not going to say anything about the movie. Not even my opinion. All I'm going to say is:"
WALL-E ,2008,1h 38min,Animation,G,"27 June 2008 (USA)
",8.4,"1,004,478","https://m.media-amazon.com/images/M/MV5BMjExMTg5OTU0NF5BMl5BanBnXkFtZTcwMjMxMzMzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0910970/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_62,"$180,000,000","$63,087,526,","$223,808,164","$521,311,890","I just returned from an advanced benefit screening of WALL*E, and I want to be careful not to spill too much regarding the movie. I had the added privilege of watching the film at Pixar, which in and of itself, was amazing."
Spider-Man: Into the Spider-Verse ,2018,1h 57min,Animation,PG,"14 December 2018 (USA)
",8.4,"380,545","https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt4633694/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_68,"$90,000,000","$35,363,376,","$190,241,310","$375,540,831",Heads-up: I'm only going to be talking about Peter Parker in this review. I'll make a separate one for the film laterm I just feel like he deserves his own review. That's how great Peter is in this film.
The Shining ,1980,2h 26min,Drama,R,"13 June 1980 (USA)
",8.4,"903,137","https://m.media-amazon.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0081505/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_63,"$19,000,000","$622,337,","$45,332,952","$46,998,662","I was never a big fan of horror movies. They usually try cheap tricks to scare their audiences like loud noises and creepy children. They usually lack originality and contain overacting galore. The only horror movie i like was Stir of Echoes with Kevin Bacon. It was well-acted, and had a great story. But it has been joined and maybe even surpassed by Stanley Kubrick's The Shining, quite possibly the scariest movie ever."
Paths of Glory ,1957,1h 28min,Drama,Approved,"25 December 1957 (USA)
",8.4,"179,195","https://m.media-amazon.com/images/M/MV5BNjViMmRkOTEtM2ViOS00ODg0LWJhYWEtNTBlOGQxNDczOGY3XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UY268_CR6,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0050825/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_60,"$935,000",,,"$5,252",An arrogant French general (a superb George Macready) orders his men on a suicide mission and then has the gall to try to court marshal and execute three of them for cowardice in the face of the enemy. A former lawyer turned colonel (Kirk Douglas in his prime) is the voice of reason against gross injustice. This excellently staged and wonderfully acted production is as much an acting showcase for Douglas as it is a directorial masterstroke by a young Stanley Kubrick who adapted this to the screen from a novel based on actual accounts.
The Lives of Others ,2006,2h 17min,Drama,R,"30 March 2007 (USA)
",8.4,"360,422","https://m.media-amazon.com/images/M/MV5BOThkM2EzYmMtNDE3NS00NjlhLTg4YzktYTdhNzgyOWY3ZDYzXkEyXkFqcGdeQXVyNzQzNzQxNzI@._V1_UY268_CR3,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0405094/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_59,"$2,000,000","$223,000,","$11,286,112","$77,356,942","After seeing the outstanding Pan's Labyrinth, I could not understand how anything could beat it to the Oscar for Best Film, let alone the accolade of Best Foreign Film. That was until I saw The Lives of Others."
Django Unchained ,2012,2h 45min,Drama,R,"25 December 2012 (USA)
",8.4,"1,365,611","https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt1853728/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_57,"$100,000,000","$30,122,888,","$162,805,434","$425,368,238","This is a movie that wouldn't work with every other director other than Tarantino. Just like all of his movies, film making top tier. Every aspect of this film is amazing"
Joker ,2019,2h 2min,Crime,R,"4 October 2019 (USA)
",8.4,"953,003","https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt7286456/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_61,"$55,000,000","$96,202,337,","$335,451,311","$1,074,251,311","Every once in a while a movie comes, that truly makes an impact. Joaquin's performance and scenography in all it's brilliance. Grotesque, haunting and cringy. Hard to watch at times,... but so mesmerizing, you won't blink an eye watching it. Tragic, but with seriously funny moments. Emotional rollercoaster - sometimes, with multiple emotions popping-up at the same time."
Avengers: Infinity War ,2018,2h 29min,Action,PG-13,"27 April 2018 (USA)
",8.4,"843,065","https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt4154756/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_64,"$321,000,000","$257,698,183,","$678,815,482","$2,048,359,754","This is exactly the sorta thing I want from an Avengers film! Full blown, no punches pulled action. In that regard, it's an outstanding watch!"
Hamilton ,2020,2h 40min,Biography,PG-13,"3 July 2020 (USA)
",8.5,"57,957","https://m.media-amazon.com/images/M/MV5BNjViNWRjYWEtZTI0NC00N2E3LTk0NGQtMjY4NTM3OGNkZjY0XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt8503618/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_58,,,,,"I'm a mexican boy who has never got the chance to go to Broadway, all I've seen are bootlegs, and they're fine but not like this. This is a beautiful shot of the great spectacle Hamilton is, the flawless music of Lin Manuel Miranda, the production, the photography, costumes. And the acting, Leslie Odom Jr., Renneè, Miranda and Daveed Diggs shine on their roles, I don't know is this can be nominated for any award, but damn it deserves it"
Indiana Jones and the Raiders of the Lost Ark ,1981,1h 55min,Action,PG,"12 June 1981 (USA)
",8.4,"887,301","https://m.media-amazon.com/images/M/MV5BMjA0ODEzMTc1Nl5BMl5BanBnXkFtZTcwODM2MjAxNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0082971/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_56,"$18,000,000","$8,305,823,","$248,159,971","$389,925,971","This movie has it all, action, romance, comedy, giant boulders and occult seeking Nazis. Story conceived by George Lucas and screenplay written by the same guy that wrote Empire Strikes Back and Return of the Jedi. If that doesn't sell it, then look no further than Steven Spielberg because he directed it. Awesome movie all around and definitely a genre classic. An absolute must see for any movie fan that likes fun."
The Great Dictator ,1940,2h 5min,Comedy,Passed,"7 March 1941 (USA)
",8.4,"204,131","https://m.media-amazon.com/images/M/MV5BMmExYWJjNTktNGUyZS00ODhmLTkxYzAtNWIzOGEyMGNiMmUwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0032553/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_55,"$2,000,000",,,"$969,879","""The Great Dictator"" (United Artists, 1940), became the long awaited talking debut of silent film comedian, Charlie Chaplin (who also wrote and directed), in a political satire on Adolph Hitler, only the way Chaplin dared to do at the time. He plays a Jewish barber and Hynkel, dictator of Tomania. Some of the humor cannot really be absorbed at first glance, but after repeated viewing, it gets better. My personal classic moment occurs with Chaplin in the barber shop working on a bald-headed customer by giving him a shave while listening to a classical composition on the radio, never missing a beat. Co-starring opposite Chaplin for the second and final time is Paulette Goddard as Hannah. Goddard became the only Chaplin leading lady to ever make a success on her own while the others just drifted to ""B"" movies or faded away. Jack Oakie as Napaloni, the Dictator of Bacteria (a spoof on Mussolini), appears late in the story but shares with Chaplin some of its brilliant comedic moments. Both Chaplin and Oakie earned Academy Award nominations for their performances (Chaplin for Best Actor/Oakie for Best Supporting Actor), but no wins. Henry Daniell as Garbitsch and Reginald Gardiner as Schultz also share the spotlight. Aside from Chaplin's screenplay in poking fun of its then current issues on European invasion by the Nazis, ""The Great Dictator"" expertly blends satire with dramatic overtones. Its closing scene in which Chaplin makes a speech pleading for all people to follow the path of peace, brotherhood and democracy, is not to be missed. Whether this movie is above or beyond the Marx Brothers' ""Duck Soup"" (Paramount, 1933) is anyone's matter of taste. (***)"
Memento ,2000,1h 53min,Mystery,R,"25 May 2001 (USA)
",8.4,"1,130,421","https://m.media-amazon.com/images/M/MV5BZTcyNjk1MjgtOWI3Mi00YzQwLWI5MTktMzY4ZmI2NDAyNzYzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY268_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0209144/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_54,"$9,000,000","$235,488,","$25,544,867","$40,047,078","If the director of this independent film tried to make us feel really confused, like the main character, he did it wonderfully. There are only a few movies like this one, the kind of movies that makes you pay attention to every minute of it. Obviously that doesn't work all the time, but this case is the exception. Really well directed with a wonderful photography and excellent cast. The main actors' performances are great. We really root for the guy as we hate the ones who try to take advantage of him."
Apocalypse Now ,1979,2h 27min,Drama,R,"15 August 1979 (USA)
",8.4,"609,126","https://m.media-amazon.com/images/M/MV5BMDdhODg0MjYtYzBiOS00ZmI5LWEwZGYtZDEyNDU4MmQyNzFkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0078788/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_53,"$31,500,000","$118,558,","$83,471,511","$92,144,505",I first saw APOCALYPSE NOW in 1985 when it was broadcast on British television for the first time . I was shell shocked after seeing this masterpiece and despite some close competition from the likes of FELLOWSHIP OF THE RING this movie still remains my all time favourite nearly 20 years after I first saw it
Alien ,1979,1h 57min,Horror,R,"22 June 1979 (USA)
",8.4,"791,345","https://m.media-amazon.com/images/M/MV5BMmQ2MmU3NzktZjAxOC00ZDZhLTk4YzEtMDMyMzcxY2IwMDAyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0078748/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_52,"$11,000,000","$3,527,881,","$81,900,459","$106,285,522","Director Ridley Scott's well-honed talents of pacing and editing create a tense atmosphere that superbly conveys dread and fear of an unknown, unseen evil entity. In 1979, the technology didn't exist to generate a computer image of a Being from another world, and thank God, because this film would have sucked just like all these post-Alien creature features do. Everyone who loves this movie knows what I'm talking about. Ridley Scott had to be extremely careful not to show a full shot of the Alien, except in very brief scenes, and not to reveal exactly how it moves, because then we would see that it is just some tall, skinny guy in a rubber suit. Nowadays, some computer guy would whip up a really scary-looking, but nevertheless FAKE-looking (yes, computer guys, we can tell) Alien, and the director would not have to even think about trying to breathe life into H.R. Giger's hallucinations to make a successful picture."
Cinema Paradiso ,1988,2h 35min,Drama,R,"23 February 1990 (USA)
",8.5,"232,172","https://m.media-amazon.com/images/M/MV5BM2FhYjEyYmYtMDI1Yy00YTdlLWI2NWQtYmEzNzAxOGY1NjY2XkEyXkFqcGdeQXVyNTA3NTIyNDg@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0095765/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_50,"$5,000,000","$16,552,","$12,397,210","$13,019,063","This movie is very sentimental, so if you are proud of your cynical side, stay away."
Casablanca ,1942,1h 42min,Drama,PG,"23 January 1943 (USA)
",8.5,"524,370","https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0034583/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_49,"$950,000","$181,494,","$4,108,411","$4,376,287","I say a 'simple' story because I am writing this piece after almost 77 years of the film's release, but in 1942, this story would have been quite original and new. The film naturally and flawlessly integrates a moving love story with the War backdrop. Bogart and Bergman make you feel the love through their expressions and emotions. Top-notch acting by the entire cast makes Casablanca one of the masterpieces of the 20th century. The film is crisp and fast and manages to keep you hooked throughout with its thriller element. With so many stories going on, you will be hooked to the screen."
Rear Window ,1954,1h 52min,Mystery,PG,"September 1954 (USA)
",8.4,"446,058","https://m.media-amazon.com/images/M/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0047396/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_51,"$1,000,000",,"$36,764,313","$37,034,514","Ah it's a movie that's in IMDB's Top 20, and it has good reason to be. For starter's let's look at the simple premise - James Stewart is L. B. Jeffries, a photographer who is currently recovering from an injury on assignment. With his broken leg he's stuck in his apartment, with nothing better to do than spy on his neighbours and be visited by his girlfriend, Lisa Carol Fremont (Grace Kelly), his officer friend Wendell, and his nurse, Stella. Jeffries observes the coming and goings of the various apartments he can observe (from his rear apartment window) and it is one of these - a Raymond Burr - who draws his attention because. could it be that the man has committed some heinous crime? Let's find out."
The Prestige ,2006,2h 10min,Drama,PG-13,"20 October 2006 (USA)
",8.5,"1,196,455","https://m.media-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0482571/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_47,"$40,000,000","$14,801,808,","$53,089,891","$109,676,311","I've seen this film twice now - about a year ago and then yesterday - and thoroughly enjoyed it both times, even the second time when I remembered some of those fantastic twists in the last half hour. Sometimes it's even more fun to view a film like this when you know a few things, because earlier scenes take on new meaning."
Whiplash ,2014,1h 46min,Drama,R,"23 January 2015 (Mexico)
",8.5,"722,623","https://m.media-amazon.com/images/M/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt2582802/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_45,"$3,300,000","$135,388,","$13,092,000","$49,396,747",This movie was far better than the trailer made it look.
Grave of the Fireflies ,1988,1h 29min,Animation,Not Rated,"26 July 1989 (USA)
",8.5,"237,091","https://m.media-amazon.com/images/M/MV5BZmY2NjUzNDQtNTgxNC00M2Q4LTljOWQtMjNjNDBjNWUxNmJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0095327/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_46,"$3,700,000","$158,101,","$516,962","$516,962","I had the fortune of being able to see Hotaru no Haka on the big-screen in Seattle a couple of years ago. It was truly the high-point of my film festival excursions. At the end of the movie, there was silence, absolute and total silence in the theater - and then, only an occasional sniffle until the end credits had finished rolling and the house lights came up. It would've seemed almost disrespectful to profane the silence with words."
Once Upon a Time in the West ,1968,2h 45min,Western,PG-13,"4 July 1969 (USA)
",8.5,"304,105","https://m.media-amazon.com/images/M/MV5BZGI5MjBmYzYtMzJhZi00NGI1LTk3MzItYjBjMzcxM2U3MDdiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0064116/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_48,"$5,000,000",,"$5,321,508","$5,415,645","Sergio goes Hollywood for this big-name, big-budget Spaghetti Western. Fonda, Bronson, Robards and Cardinale queue up and take Leone's choreographic direction in an epic tale of blood and revenge."
Interstellar ,2014,2h 49min,Adventure,PG-13,"7 November 2014 (USA)
",8.6,"1,523,188","https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0816692/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_29,"$165,000,000","$47,510,360,","$188,020,017","$701,729,127","I hadn't seen this but movie and caught it on a flight back from the DR. One of my favorite movies of all time. I would give the first half of the movie an 11/10, just completely enjoyed it as a sci fi/ thriller(in the sense of so much always being on the line). I loved the acting and just yeah, a great movie and one you should go see if you never have"
The Green Mile ,1999,3h 9min,Crime,R,"10 December 1999 (USA)
",8.6,"1,154,310","https://m.media-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0120689/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_27,"$60,000,000","$18,017,152,","$136,801,374","$286,801,374","The world is teeming with wretched prisons wherein all manner of men are housed. Because these men are said to have committed a crime, the places are manifest and most men serving there, have earned their stay. However, as history has shown, there are innocent men incarcerated as well. Occasionally, one of these innocents are not only imprisoned, but are further remembered because their life becomes legend. In this case, the realization is nothing short of incredible as the new prisoner is a natural empath. Steven King the prolific American horror writer, chronicles this unusual story in a Louisanna prison where one Joe Coffee, (Michael Clarke Duncan) a huge, nay, enormous Black man, having been convicted of murder, is sentenced to be executed, by electrocution. Tom Hanks( And Dabbs Greer) plays Paul Edgecomb, an aging Prison Guard, who recalls his years in the state prison. Working on 'Death Row' or "" The Green Mile "", Mr. Edgecomb recalls Mr. Coffee's arrival and the strange events during his stay. With sympathetic Guards, like Brutus Howell (David Morse), Dean Stanton (Barry Pepper), Harry Terwilliger (Jeffery Demunn and one particular sadistic guard called Percy Wetmore (Doug Hutchison), Edgecomb recollects his discovery of the man's unusual healing powers and the surprising revelations concerning his innocence. The story is crafted by Steven King and it's application to the silver screen is perhaps one of the finest adaptation ever done. Duncan is magnificent and has a superb ability to allow the audience to learn his true purpose. Were it not for the sadistic behavior of Hutchison, who earned his ultimate reward, the story would not have carried it's genuine sympathetic awe which gave this movie it's Classic status. A great film and a must for true movie fans. ****"
Spirited Away ,2001,2h 5min,Animation,PG,"28 March 2003 (USA)
",8.6,"656,138","https://m.media-amazon.com/images/M/MV5BMjlmZmI5MDctNDE2YS00YWE0LWE5ZWItZDBhYWQ0NTcxNWRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0245429/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_28,"$19,000,000","$449,839,","$13,750,644","$355,475,917","There is simply no denying that Miyazaki is the Godfather of Japanese Animation, time and time again delivering unto the public works of such incredible beauty, such stunning visual and sensory delights, such mastery of storytelling, that one can only be left speechless. Overwhelmed. Intoxicated with wonder. Such is the magic of Spirited Away."
The Silence of the Lambs ,1991,1h 58min,Crime,R,"14 February 1991 (USA)
",8.6,"1,278,012","https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0102926/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_23,"$19,000,000","$13,766,814,","$130,742,922","$272,742,922",This is definitely a film that proves you don't need tons of blood and gore to have a good suspense film. Anthony Hopkins performance as the deranged genius Lecter earned him a well deserved Academy Award and the same was true of Jodie Foster's performance as Clarice Starling. This film should go down in history as one of the greatest suspense films in the history of cinema.
City of God ,2002,2h 10min,Crime,R,"13 February 2004 (USA)
",8.6,"701,833","https://m.media-amazon.com/images/M/MV5BOTMwYjc5ZmItYTFjZC00ZGQ3LTlkNTMtMjZiNTZlMWQzNzI5XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0317248/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_22,"BRL3,300,000","$88,292,","$7,564,459","$30,680,793",I agree with the other positive reviews here. I just saw this again after 15 years - still far exceeds anything made today when it comes to struggles of troubled youth in urban slums plagued by drugs and violence. So raw. So shocking to the system. Highly recommended!
Saving Private Ryan ,1998,2h 49min,Drama,R,"24 July 1998 (USA)
",8.6,"1,241,881","https://m.media-amazon.com/images/M/MV5BZjhkMDM4MWItZTVjOC00ZDRhLThmYTAtM2I5NzBmNmNlMzI1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UY268_CR0,0,182,268_AL_.jpg",https://www.imdb.com/title/tt0120815/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=WSHJ4NC8DY8D66401B6X&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_26,"$70,000,000","$30,576,104,","$217,049,603","$482,349,603",My grandfather fought in WW2 somehow surviving D-Day. He was apart of Operation Neptune and stormed the beaches of Normandy. He told us a lot of war stories but rarely ever spoke about that day. Before he passed away he did an interview with a local newspaper and detailed what he saw despite it being very difficult for him to speak about. He loved watching war movies... not sure exactly why. Some about that soldier life never really leaves them I guess. He absolutely hated Pearl Harbor cause of the horrible way they portray the military to be a bunch of toothbrush wielding babies who don't know what to do in the event of being attacked. He had a friend stationed there who lost his life and thinks that movie is a disgusting display of ignorance. Soldiers don't take girlfriends on private plane rides. And they most definitely know how to swim. Maybe I'll give that movie a good ripping one day.
